user_id,session_start_dttm,desktop_flag,session_duration_min,purchase_flag,purchase_amount_rub,rfm_category,registered_dttm,male_flag,moscow_flag,age
36571,2024-01-24 22:51:11,0,7,0,0,лояльные,2023-08-06 20:32:37,0,0,31
49714,2024-01-24 22:54:06,0,8,0,0,неактивные,2023-07-21 13:10:01,0,0,36
57623,2024-01-24 22:58:57,0,5,0,0,новые,2024-01-19 23:33:51,1,0,30
46825,2024-01-24 23:05:49,1,11,1,138,неактивные,2023-08-07 04:49:24,1,0,35
47482,2024-01-24 23:06:15,0,4,0,0,лояльные,2023-10-21 08:39:25,1,0,30
68275,2024-01-24 23:07:32,1,6,1,199,новые,2024-01-05 19:40:21,0,0,38
72165,2024-01-24 23:08:37,0,8,1,377,почти потерянные,2023-07-11 02:43:53,0,0,34
74356,2024-01-24 23:14:54,0,7,1,129,,2024-01-24 23:14:54,1,0,30
83538,2024-01-24 23:39:57,0,3,0,0,неактивные,2023-11-12 14:28:05,1,0,31
41151,2024-01-24 23:42:56,0,3,0,0,неактивные,2023-12-03 06:58:45,1,0,35
63100,2024-01-24 23:51:14,0,1,0,0,,2024-01-24 23:51:14,0,0,29
70824,2024-01-24 23:59:26,0,7,0,0,почти потерянные,2023-10-21 22:55:59,0,0,30
57382,2024-01-25 00:05:29,0,4,0,0,,2024-01-25 00:05:29,1,0,29
26541,2024-01-25 00:12:09,0,5,0,0,почти потерянные,2023-07-22 11:01:38,0,1,43
1876,2024-01-25 00:48:16,1,6,0,0,неактивные,2023-11-28 15:27:10,1,1,33
59406,2024-01-25 01:07:40,1,4,0,0,новые,2023-12-24 11:08:32,1,1,32
65591,2024-01-25 01:53:27,0,3,0,0,лояльные,2023-07-07 04:37:42,1,0,34
35486,2024-01-25 02:08:53,0,6,0,0,лояльные,2023-11-28 16:17:42,0,1,29
54835,2024-01-25 02:14:12,0,7,0,0,лояльные,2023-10-17 10:00:02,0,0,22
17321,2024-01-25 02:35:38,0,4,0,0,лояльные,2023-10-15 01:44:39,1,1,36
964,2024-01-25 03:20:12,0,10,0,0,лояльные,2023-08-30 15:39:29,0,1,30
63952,2024-01-25 03:39:52,1,4,0,0,неактивные,2023-07-12 15:44:19,1,0,31
35244,2024-01-25 03:47:42,1,4,0,0,неактивные,2024-01-10 00:13:35,1,0,26
26179,2024-01-25 03:50:38,0,10,0,0,неактивные,2023-12-20 13:27:38,1,1,31
51987,2024-01-25 04:01:01,0,5,0,0,лояльные,2023-09-27 19:09:36,0,1,21
77848,2024-01-25 04:12:23,0,6,1,195,новые,2024-01-08 09:48:25,1,1,30
58641,2024-01-25 04:51:14,1,9,0,0,почти потерянные,2023-08-20 09:38:08,0,1,36
66008,2024-01-25 05:13:35,0,7,0,0,новые,2024-01-03 20:09:58,0,0,40
79748,2024-01-25 06:00:38,0,7,1,268,лояльные,2023-09-25 15:05:19,1,0,26
11684,2024-01-25 06:08:37,0,5,1,166,почти потерянные,2023-08-12 22:06:42,1,1,21
69678,2024-01-25 07:30:09,0,6,0,0,новые,2024-01-14 21:10:19,0,0,30
11907,2024-01-25 07:35:38,1,6,0,0,ушедшие,2023-09-17 16:23:33,0,0,34
61011,2024-01-25 07:40:51,1,9,0,0,новые,2023-11-29 13:34:54,1,1,31
61305,2024-01-25 08:25:33,0,5,0,0,,2024-01-25 08:25:33,1,0,21
36910,2024-01-25 08:27:34,1,5,0,0,неактивные,2023-06-18 22:40:53,0,0,35
33718,2024-01-25 08:44:39,0,7,0,0,неактивные,2023-08-19 09:36:55,1,0,43
30439,2024-01-25 08:50:21,0,5,0,0,неактивные,2024-01-07 23:16:13,0,0,33
83485,2024-01-25 08:56:52,0,3,0,0,лояльные,2023-06-22 10:42:47,0,0,33
92683,2024-01-25 09:02:40,0,8,1,261,лояльные,2023-12-30 07:08:17,1,1,31
96480,2024-01-25 09:04:55,1,6,0,0,лояльные,2023-06-30 18:21:38,1,0,29
18738,2024-01-25 09:16:51,0,6,1,276,новые,2024-01-15 12:15:41,1,0,31
34837,2024-01-25 09:20:31,1,6,0,0,новые,2024-01-21 10:55:27,1,0,40
81196,2024-01-25 09:20:53,0,7,0,0,новые,2024-01-11 16:28:11,1,1,27
88308,2024-01-25 10:03:21,0,7,1,201,лояльные,2023-08-28 00:45:37,0,1,34
3892,2024-01-25 10:17:45,0,12,1,150,неактивные,2023-12-15 16:10:18,0,1,28
49920,2024-01-25 10:18:04,0,4,0,0,новые,2024-01-13 09:11:46,0,1,27
70820,2024-01-25 10:28:22,1,7,0,0,новые,2024-01-01 04:24:06,0,1,26
94980,2024-01-25 10:29:14,0,12,0,0,лояльные,2024-01-12 23:50:49,0,0,28
83,2024-01-25 10:46:22,0,13,1,190,лояльные,2023-08-13 20:24:39,0,1,33
92936,2024-01-25 10:53:30,0,11,0,0,ушедшие,2023-07-11 12:29:01,1,0,38
26911,2024-01-25 11:08:17,1,6,0,0,лояльные,2023-10-01 22:24:11,0,1,33
17743,2024-01-25 11:17:25,1,14,0,0,неактивные,2023-08-28 01:56:38,1,1,28
24670,2024-01-25 11:28:41,1,3,1,135,новые,2024-01-13 04:34:45,1,0,24
16522,2024-01-25 11:43:26,0,4,0,0,,2024-01-25 11:43:26,0,0,30
35936,2024-01-25 11:52:00,0,6,1,668,,2024-01-25 11:52:00,0,1,30
64388,2024-01-25 12:08:54,0,6,0,0,почти потерянные,2023-07-07 09:44:38,0,0,31
68340,2024-01-25 12:11:01,1,9,0,0,лояльные,2023-11-03 08:02:11,1,1,37
68698,2024-01-25 12:20:31,1,6,0,0,,2024-01-25 12:20:31,0,0,40
44592,2024-01-25 12:41:13,1,8,1,170,неактивные,2023-08-04 07:52:01,0,0,32
87737,2024-01-25 12:46:50,0,8,0,0,,2024-01-25 12:46:50,0,0,24
33244,2024-01-25 13:33:36,0,7,0,0,неактивные,2023-12-31 19:28:37,1,1,28
40181,2024-01-25 13:47:20,0,3,1,193,лояльные,2024-01-10 10:40:10,1,0,33
44843,2024-01-25 13:54:52,0,6,1,494,неактивные,2023-06-05 01:53:05,0,1,31
61540,2024-01-25 13:58:02,1,9,0,0,новые,2024-01-10 05:14:24,0,0,23
86577,2024-01-25 14:05:38,1,11,0,0,,2024-01-25 14:05:38,0,0,27
16727,2024-01-25 14:09:03,0,7,1,127,почти потерянные,2023-10-18 10:44:47,1,1,29
12977,2024-01-25 14:24:37,1,5,0,0,,2024-01-25 14:24:37,1,1,20
236,2024-01-25 14:34:35,1,5,0,0,лояльные,2023-11-07 18:11:36,1,0,26
69529,2024-01-25 14:51:15,1,3,1,225,неактивные,2023-12-30 23:30:35,1,0,34
24321,2024-01-25 14:53:26,1,3,0,0,лояльные,2023-12-07 10:47:44,0,1,35
51987,2024-01-25 15:06:31,0,4,1,519,лояльные,2023-09-27 19:09:36,0,1,21
84517,2024-01-25 15:16:48,0,7,0,0,лояльные,2023-08-22 23:54:39,0,0,20
26541,2024-01-25 15:38:36,1,8,1,252,почти потерянные,2023-07-22 11:01:38,0,1,43
37428,2024-01-25 15:52:16,0,5,0,0,новые,2024-01-20 21:24:19,1,1,26
56999,2024-01-25 15:55:53,0,5,0,0,неактивные,2023-06-01 12:14:14,1,1,31
31688,2024-01-25 16:14:35,0,3,0,0,новые,2023-12-24 06:04:30,1,1,44
77532,2024-01-25 16:28:22,0,4,0,0,лояльные,2023-12-21 04:52:15,1,0,29
73264,2024-01-25 16:29:45,0,7,1,151,новые,2024-01-06 13:54:32,1,1,39
17849,2024-01-25 16:33:56,0,5,1,233,лояльные,2023-11-16 03:40:13,0,1,32
64274,2024-01-25 17:11:10,1,7,0,0,лояльные,2023-07-28 13:16:55,0,1,28
46221,2024-01-25 17:17:25,0,5,1,564,новые,2024-01-19 22:39:58,0,0,36
56278,2024-01-25 17:20:10,0,5,1,342,лояльные,2023-12-14 04:20:13,0,0,29
44210,2024-01-25 17:22:16,0,7,0,0,лояльные,2023-05-30 15:33:03,0,1,26
97703,2024-01-25 17:39:58,0,7,0,0,почти потерянные,2023-08-26 14:01:41,1,0,33
49317,2024-01-25 18:00:07,0,7,0,0,новые,2023-09-27 14:56:29,0,0,18
29403,2024-01-25 18:20:35,0,9,0,0,,2024-01-25 18:20:35,1,1,31
53689,2024-01-25 18:42:24,1,10,0,0,новые,2023-08-14 21:16:12,1,0,22
18045,2024-01-25 18:45:40,1,6,1,407,лояльные,2023-09-09 13:58:11,0,1,33
75061,2024-01-25 18:58:59,0,6,0,0,лояльные,2023-06-05 02:40:27,1,1,26
97309,2024-01-25 19:01:27,1,9,0,0,ушедшие,2023-07-11 19:29:37,1,1,32
92096,2024-01-25 19:12:12,0,8,0,0,лояльные,2023-12-06 13:22:44,0,0,31
64831,2024-01-25 19:14:50,1,6,0,0,неактивные,2023-11-02 08:35:17,0,1,29
46967,2024-01-25 19:29:52,1,6,1,276,лояльные,2023-10-25 23:49:24,0,0,22
17016,2024-01-25 19:44:11,0,9,0,0,почти потерянные,2023-09-12 10:35:48,0,0,26
44303,2024-01-25 20:09:21,0,11,0,0,лояльные,2023-12-09 12:55:48,0,0,31
67053,2024-01-25 20:13:16,1,3,0,0,неактивные,2023-10-24 18:34:25,1,0,26
30876,2024-01-25 20:16:19,1,6,0,0,лояльные,2023-10-27 15:41:41,0,0,28
11684,2024-01-25 20:46:27,0,3,0,0,почти потерянные,2023-08-12 22:06:42,1,1,21
87341,2024-01-25 20:59:53,0,3,0,0,новые,2023-12-16 04:21:27,1,0,28
63495,2024-01-25 21:11:17,0,6,1,209,почти потерянные,2023-09-09 03:55:31,0,0,34
98063,2024-01-25 21:12:43,0,5,1,320,лояльные,2023-12-02 15:06:41,1,1,26
17289,2024-01-25 21:28:52,0,11,1,156,лояльные,2023-09-01 19:08:53,1,0,27
94846,2024-01-25 21:41:39,0,6,1,329,,2024-01-24 20:37:40,0,1,29
36112,2024-01-25 21:51:16,0,7,0,0,лояльные,2023-07-15 08:57:05,0,1,20
56625,2024-01-25 21:51:58,0,2,0,0,неактивные,2023-08-26 18:03:52,1,0,22
99484,2024-01-25 22:06:45,1,7,0,0,,2024-01-25 22:06:45,0,0,32
14838,2024-01-25 22:12:28,1,6,1,165,лояльные,2023-06-14 10:23:32,0,1,36
51454,2024-01-25 22:14:10,1,5,0,0,неактивные,2023-12-30 12:37:36,0,1,33
46758,2024-01-25 22:22:36,0,2,0,0,неактивные,2023-10-02 23:12:50,0,0,25
56258,2024-01-25 22:30:42,1,4,1,133,новые,2024-01-06 01:07:41,1,0,34
32375,2024-01-25 23:11:31,1,7,0,0,лояльные,2023-06-09 22:23:42,0,0,29
33123,2024-01-25 23:12:59,0,5,0,0,новые,2024-01-19 12:53:34,0,0,27
63707,2024-01-25 23:15:46,0,4,1,276,лояльные,2023-12-13 19:15:54,0,0,29
49714,2024-01-25 23:39:53,0,5,1,540,неактивные,2023-07-21 13:10:01,0,0,36
94436,2024-01-25 23:46:58,1,4,1,215,,2024-01-25 23:46:58,1,1,30
9040,2024-01-25 23:52:10,0,5,0,0,неактивные,2023-09-15 18:25:35,1,0,23
56999,2024-01-26 00:01:46,0,5,1,113,неактивные,2023-06-01 12:14:14,1,1,31
63952,2024-01-26 00:10:20,1,9,0,0,неактивные,2023-07-12 15:44:19,1,0,31
64289,2024-01-26 00:35:49,0,7,0,0,новые,2024-01-17 07:36:23,1,0,29
65412,2024-01-26 01:09:12,0,9,0,0,новые,2023-06-08 19:04:11,1,1,18
58331,2024-01-26 01:09:22,0,5,0,0,лояльные,2023-11-26 21:39:59,0,0,31
10269,2024-01-26 01:11:04,0,5,0,0,новые,2023-12-09 16:27:18,1,0,37
51342,2024-01-26 01:14:32,1,5,0,0,лояльные,2023-12-11 20:54:47,1,0,32
59508,2024-01-26 01:49:31,0,7,1,99,новые,2023-06-20 13:01:40,1,1,24
61320,2024-01-26 02:04:31,0,7,0,0,новые,2024-01-15 17:56:52,1,0,33
86297,2024-01-26 02:14:15,0,6,1,135,ушедшие,2023-07-12 09:31:30,0,0,26
92936,2024-01-26 02:50:04,1,7,0,0,ушедшие,2023-07-11 12:29:01,1,0,38
63100,2024-01-26 02:58:42,0,6,0,0,,2024-01-24 23:51:14,0,0,29
9040,2024-01-26 03:42:07,1,4,1,453,неактивные,2023-09-15 18:25:35,1,0,23
21300,2024-01-26 04:41:30,1,3,0,0,лояльные,2023-09-09 14:13:28,1,1,28
59290,2024-01-26 05:24:34,0,4,0,0,лояльные,2023-07-15 03:00:03,0,1,34
46448,2024-01-26 05:32:47,0,9,0,0,почти потерянные,2023-06-02 20:02:55,1,0,24
73031,2024-01-26 05:53:41,0,6,0,0,,2024-01-26 05:53:41,1,0,21
23911,2024-01-26 06:46:09,1,5,0,0,лояльные,2023-07-29 09:02:09,0,1,32
33608,2024-01-26 06:48:21,0,1,1,455,неактивные,2023-07-20 16:56:01,1,0,28
34279,2024-01-26 08:09:52,0,10,0,0,,2024-01-26 08:09:52,0,0,23
28887,2024-01-26 08:35:36,0,5,0,0,лояльные,2023-11-26 18:34:06,0,1,27
48493,2024-01-26 08:36:18,0,4,1,170,неактивные,2023-09-21 15:18:11,1,1,24
2716,2024-01-26 08:42:47,0,7,0,0,,2024-01-23 22:38:48,1,1,21
18738,2024-01-26 09:00:56,0,6,0,0,новые,2024-01-15 12:15:41,1,0,31
77646,2024-01-26 09:02:06,0,3,0,0,неактивные,2023-06-08 10:08:00,1,0,31
84567,2024-01-26 09:03:59,1,3,0,0,,2024-01-26 09:03:59,0,0,26
15382,2024-01-26 09:07:46,0,8,0,0,новые,2024-01-05 15:09:05,1,1,25
87184,2024-01-26 09:53:34,0,10,0,0,неактивные,2023-09-09 23:30:50,0,1,30
99444,2024-01-26 09:54:30,0,5,0,0,почти потерянные,2023-07-05 14:55:55,1,1,28
18120,2024-01-26 09:57:39,0,8,0,0,лояльные,2023-06-13 23:48:32,1,0,24
65963,2024-01-26 10:08:38,1,11,0,0,новые,2024-01-21 21:52:05,1,0,29
66008,2024-01-26 10:17:23,1,5,0,0,новые,2024-01-03 20:09:58,0,0,40
78591,2024-01-26 10:17:39,0,1,0,0,,2024-01-22 13:26:34,1,0,35
33751,2024-01-26 10:22:29,0,3,0,0,,2024-01-26 10:22:29,0,1,28
32755,2024-01-26 10:23:15,0,4,0,0,почти потерянные,2023-09-22 19:34:24,1,0,22
56276,2024-01-26 10:26:43,0,7,0,0,,2024-01-26 10:26:43,1,1,29
44210,2024-01-26 10:51:32,0,2,1,149,лояльные,2023-05-30 15:33:03,0,1,26
38929,2024-01-26 11:51:25,0,6,0,0,неактивные,2024-01-06 08:54:09,1,0,28
39172,2024-01-26 12:25:03,1,8,0,0,неактивные,2023-12-10 21:16:38,1,1,38
12442,2024-01-26 12:32:54,0,6,0,0,лояльные,2023-12-10 09:47:48,1,0,24
5142,2024-01-26 12:46:18,0,6,0,0,лояльные,2023-06-28 03:15:25,1,0,25
84319,2024-01-26 12:49:16,0,7,1,507,неактивные,2023-09-27 08:07:37,0,1,27
36719,2024-01-26 12:52:25,1,4,0,0,лояльные,2023-11-21 22:41:58,1,1,30
80058,2024-01-26 13:14:39,0,3,0,0,лояльные,2023-09-04 23:53:00,1,0,34
76832,2024-01-26 14:15:56,0,7,0,0,неактивные,2024-01-02 14:59:45,1,0,25
42548,2024-01-26 14:20:34,0,6,1,254,почти потерянные,2023-07-29 16:01:01,0,0,34
33751,2024-01-26 14:32:05,0,8,0,0,,2024-01-26 10:22:29,0,1,28
8552,2024-01-26 14:50:29,1,8,1,418,лояльные,2023-10-19 02:36:10,0,0,27
11140,2024-01-26 15:02:59,0,6,1,364,лояльные,2023-11-10 23:44:02,0,0,35
39172,2024-01-26 15:38:35,0,7,0,0,неактивные,2023-12-10 21:16:38,1,1,38
29905,2024-01-26 16:22:41,1,8,1,139,лояльные,2023-12-24 15:25:16,1,0,33
63140,2024-01-26 16:26:37,0,6,1,367,,2024-01-23 10:08:22,0,0,25
18456,2024-01-26 16:27:43,0,4,0,0,почти потерянные,2023-08-24 21:48:02,0,0,39
63952,2024-01-26 17:10:52,0,5,1,577,неактивные,2023-07-12 15:44:19,1,0,31
44139,2024-01-26 17:13:40,0,9,0,0,лояльные,2023-10-03 12:08:49,0,1,24
28436,2024-01-26 17:14:23,0,8,1,282,неактивные,2024-01-07 22:20:21,0,1,31
89736,2024-01-26 17:17:11,0,6,0,0,неактивные,2023-06-19 01:52:57,0,1,26
33807,2024-01-26 17:20:00,0,5,0,0,лояльные,2023-07-09 20:47:28,1,0,30
95998,2024-01-26 17:25:00,0,5,0,0,неактивные,2023-11-15 22:46:10,1,0,31
68024,2024-01-26 17:36:58,1,4,1,298,новые,2024-01-21 22:02:49,0,1,28
35486,2024-01-26 17:57:42,0,4,0,0,лояльные,2023-11-28 16:17:42,0,1,29
91401,2024-01-26 17:59:47,1,4,0,0,лояльные,2023-07-17 15:39:39,0,0,19
82865,2024-01-26 18:02:33,0,8,1,280,ушедшие,2023-08-06 09:02:35,0,1,24
48650,2024-01-26 18:10:02,1,8,0,0,лояльные,2023-11-02 13:23:23,0,1,35
58928,2024-01-26 18:19:09,0,6,0,0,неактивные,2024-01-04 14:17:21,1,1,29
33592,2024-01-26 18:25:53,0,2,1,127,,2024-01-26 18:25:53,0,0,31
45196,2024-01-26 18:28:22,1,6,1,139,,2024-01-26 18:28:22,1,0,32
62723,2024-01-26 18:31:04,0,5,0,0,новые,2024-01-18 11:57:28,1,1,34
35640,2024-01-26 18:31:14,1,11,0,0,лояльные,2023-06-08 22:02:18,0,0,31
29963,2024-01-26 18:42:54,0,10,0,0,почти потерянные,2023-08-09 08:13:15,0,0,33
59796,2024-01-26 18:45:37,1,5,0,0,новые,2024-01-17 13:16:42,1,0,39
5285,2024-01-26 18:50:03,0,5,1,141,лояльные,2023-12-20 00:26:18,1,0,21
44035,2024-01-26 18:59:49,1,6,0,0,лояльные,2023-11-10 23:34:38,0,0,26
59997,2024-01-26 19:18:05,0,7,1,219,,2024-01-26 19:18:05,1,1,32
57188,2024-01-26 19:26:19,0,7,1,285,ушедшие,2023-10-25 22:49:47,1,0,26
31647,2024-01-26 19:28:21,0,7,0,0,неактивные,2023-12-24 11:59:36,1,0,26
76469,2024-01-26 19:30:09,0,3,1,365,почти потерянные,2023-07-08 17:46:53,1,1,35
88460,2024-01-26 19:42:56,0,4,0,0,новые,2024-01-17 02:37:12,1,0,32
9302,2024-01-26 19:46:24,0,5,0,0,лояльные,2023-08-02 01:20:58,0,1,28
66008,2024-01-26 19:53:09,0,7,0,0,новые,2024-01-03 20:09:58,0,0,40
9302,2024-01-26 19:53:48,0,4,1,143,лояльные,2023-08-02 01:20:58,0,1,28
83294,2024-01-26 20:04:31,0,7,0,0,лояльные,2023-12-18 21:18:22,1,0,30
37155,2024-01-26 20:08:12,1,5,1,211,почти потерянные,2023-06-20 19:27:18,0,0,29
77848,2024-01-26 20:09:46,1,9,0,0,новые,2024-01-08 09:48:25,1,1,30
58331,2024-01-26 20:18:41,0,8,0,0,лояльные,2023-11-26 21:39:59,0,0,31
85080,2024-01-26 20:39:12,0,8,1,635,ушедшие,2023-09-20 19:02:59,1,1,26
99219,2024-01-26 20:41:18,0,7,0,0,лояльные,2023-11-05 04:54:01,0,1,31
73615,2024-01-26 20:45:49,0,7,0,0,неактивные,2023-12-04 00:10:07,1,0,31
68275,2024-01-26 21:02:00,0,7,0,0,новые,2024-01-05 19:40:21,0,0,38
74356,2024-01-26 21:32:50,1,5,0,0,,2024-01-24 23:14:54,1,0,30
47176,2024-01-26 21:39:52,1,9,1,403,почти потерянные,2023-06-08 18:45:29,1,1,37
66726,2024-01-26 21:42:12,0,7,1,300,неактивные,2023-08-03 08:49:27,1,0,29
35049,2024-01-26 22:11:17,0,6,0,0,лояльные,2023-06-09 01:49:53,1,0,37
22169,2024-01-26 22:13:44,0,5,0,0,новые,2023-11-19 23:43:18,1,0,24
91867,2024-01-26 22:27:14,0,7,0,0,,2024-01-26 22:27:14,1,1,28
13085,2024-01-26 22:28:00,0,7,1,204,неактивные,2023-07-10 01:13:17,1,0,25
11099,2024-01-26 22:28:05,1,7,1,125,,2024-01-26 22:28:05,1,0,29
79540,2024-01-26 22:32:08,1,2,0,0,лояльные,2023-07-27 03:01:32,0,0,31
54647,2024-01-26 22:41:46,0,7,0,0,неактивные,2023-12-16 09:00:03,0,0,21
97946,2024-01-26 22:50:10,0,4,0,0,лояльные,2023-10-31 12:19:15,1,1,29
65276,2024-01-26 22:56:37,0,7,0,0,неактивные,2023-11-03 18:19:43,0,0,39
73304,2024-01-26 23:41:44,0,8,0,0,почти потерянные,2023-06-17 19:00:06,1,0,32
67542,2024-01-26 23:45:44,0,0,0,0,новые,2024-01-03 06:27:26,1,1,33
26969,2024-01-26 23:47:03,1,7,1,408,лояльные,2023-08-02 22:49:38,0,0,28
90208,2024-01-26 23:51:45,0,4,1,132,ушедшие,2023-09-01 02:58:36,1,0,39
18055,2024-01-27 00:10:09,0,6,1,496,,2024-01-27 00:10:09,0,1,30
2286,2024-01-27 00:27:28,0,4,0,0,,2024-01-27 00:27:28,0,1,33
91572,2024-01-27 00:47:41,0,3,0,0,неактивные,2023-12-15 20:10:12,1,1,22
24460,2024-01-27 01:05:57,0,5,1,91,неактивные,2024-01-10 22:25:01,1,0,46
7262,2024-01-27 01:15:07,0,2,0,0,новые,2024-01-18 21:00:10,1,0,26
98371,2024-01-27 01:37:41,0,5,0,0,неактивные,2023-09-16 15:34:43,1,1,29
64198,2024-01-27 02:29:47,0,5,0,0,неактивные,2023-12-27 05:16:38,0,1,36
67542,2024-01-27 03:12:22,0,4,0,0,новые,2024-01-03 06:27:26,1,1,33
17849,2024-01-27 03:28:21,0,7,0,0,лояльные,2023-11-16 03:40:13,0,1,32
43295,2024-01-27 03:46:01,1,9,0,0,,2024-01-27 03:46:01,1,1,33
3635,2024-01-27 04:24:40,0,10,1,261,неактивные,2023-11-30 05:05:12,1,1,29
10948,2024-01-27 04:58:15,0,9,0,0,неактивные,2023-11-27 11:05:19,0,1,30
78350,2024-01-27 04:58:49,0,5,0,0,ушедшие,2023-07-03 06:48:48,0,1,28
11853,2024-01-27 06:47:40,0,7,0,0,новые,2023-07-25 22:06:44,1,0,28
27313,2024-01-27 07:03:18,0,3,1,132,почти потерянные,2023-10-10 12:32:11,1,1,18
40311,2024-01-27 07:08:33,1,5,1,387,новые,2023-12-01 19:33:06,1,1,32
50293,2024-01-27 08:46:24,0,4,1,157,,2024-01-24 08:11:59,1,0,31
89424,2024-01-27 08:51:46,0,6,0,0,неактивные,2023-07-21 04:07:08,1,0,30
30876,2024-01-27 09:08:56,1,5,0,0,лояльные,2023-10-27 15:41:41,0,0,28
85824,2024-01-27 09:23:20,0,4,1,215,лояльные,2023-08-03 14:36:33,0,0,40
17016,2024-01-27 09:31:51,0,4,0,0,почти потерянные,2023-09-12 10:35:48,0,0,26
35836,2024-01-27 09:35:37,0,4,0,0,почти потерянные,2023-06-19 09:49:07,0,0,33
92867,2024-01-27 10:13:30,0,4,0,0,лояльные,2024-01-17 12:59:31,1,0,37
12102,2024-01-27 10:24:56,1,2,0,0,лояльные,2023-12-24 20:55:27,0,0,30
45817,2024-01-27 10:29:33,0,13,1,529,лояльные,2023-10-01 08:14:44,1,1,34
95118,2024-01-27 10:34:45,0,8,1,691,неактивные,2023-06-23 15:35:21,0,0,24
6223,2024-01-27 11:20:05,0,4,0,0,,2024-01-27 11:20:05,0,1,31
19256,2024-01-27 11:40:10,0,8,0,0,лояльные,2023-12-12 07:35:31,0,1,32
33835,2024-01-27 11:40:51,0,1,1,280,лояльные,2023-12-11 13:53:41,0,1,26
41237,2024-01-27 11:42:44,1,7,0,0,неактивные,2023-12-18 10:40:15,1,0,30
68994,2024-01-27 11:44:40,0,5,0,0,лояльные,2023-10-17 06:06:33,0,1,31
70754,2024-01-27 11:54:26,0,5,0,0,,2024-01-27 11:54:26,1,0,32
35836,2024-01-27 11:54:46,0,9,1,319,почти потерянные,2023-06-19 09:49:07,0,0,33
69529,2024-01-27 11:59:05,1,6,0,0,неактивные,2023-12-30 23:30:35,1,0,34
4694,2024-01-27 12:01:59,0,3,0,0,почти потерянные,2023-10-10 20:42:50,1,1,32
64811,2024-01-27 12:17:59,1,7,0,0,новые,2024-01-02 16:14:30,1,0,34
60574,2024-01-27 12:24:39,1,3,0,0,неактивные,2024-01-04 22:17:25,0,0,31
78645,2024-01-27 12:50:16,0,7,0,0,,2024-01-27 12:50:16,1,0,21
69678,2024-01-27 13:04:21,0,7,0,0,новые,2024-01-14 21:10:19,0,0,30
1565,2024-01-27 13:07:07,0,3,0,0,лояльные,2023-11-06 08:22:22,1,0,39
55558,2024-01-27 13:20:22,0,3,0,0,лояльные,2023-10-03 18:59:34,0,1,32
4729,2024-01-27 13:31:59,0,7,1,167,новые,2023-06-23 06:15:18,1,0,36
7349,2024-01-27 13:49:43,1,6,0,0,неактивные,2023-06-18 21:45:09,1,0,31
57382,2024-01-27 13:51:09,0,5,0,0,,2024-01-25 00:05:29,1,0,29
72431,2024-01-27 13:57:39,1,5,0,0,новые,2023-10-06 20:26:28,1,0,33
9364,2024-01-27 14:01:54,0,2,0,0,новые,2023-12-10 18:22:22,1,1,26
22824,2024-01-27 14:23:27,1,4,1,188,лояльные,2023-09-11 22:04:39,1,0,27
68953,2024-01-27 14:23:27,1,3,0,0,лояльные,2023-08-31 22:47:55,1,0,38
98170,2024-01-27 14:31:54,1,4,0,0,,2024-01-22 22:34:24,1,1,44
87558,2024-01-27 15:05:04,1,5,0,0,лояльные,2023-08-29 04:26:32,1,1,23
97856,2024-01-27 15:16:39,0,11,0,0,лояльные,2023-07-23 17:05:38,0,0,28
71596,2024-01-27 15:33:17,0,7,0,0,,2024-01-27 15:33:17,0,1,31
38880,2024-01-27 15:40:11,1,5,1,108,почти потерянные,2023-06-12 14:25:40,0,1,18
68778,2024-01-27 15:46:44,1,4,0,0,лояльные,2023-10-30 21:05:18,0,0,32
69553,2024-01-27 16:04:30,1,5,1,164,почти потерянные,2023-07-25 20:36:42,1,1,19
44094,2024-01-27 16:19:54,1,6,0,0,лояльные,2023-11-06 02:43:56,1,0,21
42416,2024-01-27 16:28:46,1,3,1,270,лояльные,2023-12-23 10:12:44,1,0,22
32947,2024-01-27 16:44:51,0,5,0,0,лояльные,2024-01-09 20:21:40,1,0,39
69553,2024-01-27 16:45:05,0,6,0,0,почти потерянные,2023-07-25 20:36:42,1,1,19
95406,2024-01-27 16:53:21,0,5,1,189,лояльные,2023-12-12 14:12:17,0,0,34
40311,2024-01-27 17:10:29,0,8,1,155,новые,2023-12-01 19:33:06,1,1,32
86344,2024-01-27 17:21:47,0,7,0,0,,2024-01-27 17:21:47,1,0,18
73814,2024-01-27 17:34:32,0,2,0,0,лояльные,2023-09-19 15:57:14,0,1,28
7408,2024-01-27 17:38:49,0,3,1,614,,2024-01-27 17:38:49,0,1,30
10169,2024-01-27 17:52:18,0,5,0,0,лояльные,2023-08-20 11:26:29,1,0,33
55605,2024-01-27 17:57:21,0,4,0,0,,2024-01-27 17:57:21,1,1,33
64361,2024-01-27 17:58:19,0,3,0,0,неактивные,2023-12-27 08:49:15,1,0,18
84565,2024-01-27 18:08:38,1,6,0,0,,2024-01-22 17:25:08,1,1,27
76852,2024-01-27 18:34:48,1,6,0,0,неактивные,2023-12-27 08:51:11,0,0,37
18593,2024-01-27 18:55:44,0,3,1,128,лояльные,2023-08-06 12:07:13,1,0,35
3206,2024-01-27 19:01:46,0,4,0,0,новые,2023-08-18 06:51:17,0,0,35
79540,2024-01-27 19:06:57,0,4,0,0,лояльные,2023-07-27 03:01:32,0,0,31
8514,2024-01-27 19:18:31,0,6,1,393,неактивные,2024-01-12 16:32:13,1,1,27
